actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Armed opposition groups,Lattakia,2014-03-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-03-09,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-03-11,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-03-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-03-31,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-09,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-04-24,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-01,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-02,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-10,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-11,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-20,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-28,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-05-31,Explosion,0,0,2,0
Armed opposition groups,Lattakia,2014-06-01,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-03,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-04,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-05,Shooting,0,2,2,0
Armed opposition groups,Lattakia,2014-06-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-23,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-25,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-27,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-06-30,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-07,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-09,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-13,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-14,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-22,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-25,Explosion,0,0,2,0
Armed opposition groups,Lattakia,2014-07-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-07-27,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-04,Field Execution,0,0,2,0
Armed opposition groups,Lattakia,2014-08-08,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-10,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-12,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-28,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-08-30,Shelling,0,0,2,0
Armed opposition groups,Lattakia,2014-09-03,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-10,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-11,Shelling,0,0,2,0
Armed opposition groups,Lattakia,2014-09-12,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-15,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-09-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-03,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-06,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-09,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-11,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-18,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-19,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-20,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-21,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-22,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-10-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-11-03,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-11-16,Field Execution,0,0,2,0
Armed opposition groups,Lattakia,2014-11-26,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-12-07,Field Execution,0,0,2,0
Armed opposition groups,Lattakia,2014-12-16,Shooting,0,0,2,0
Armed opposition groups,Lattakia,2014-12-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-03-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-04-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-04-11,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-04-17,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-04-19,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-04-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-04,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-08,Explosion,2,0,2,0
Armed opposition groups,Other Nationalities,2014-05-09,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-10,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-12,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-19,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-05-30,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-17,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-21,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-24,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-06-25,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-09,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-13,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-16,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-19,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-22,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-25,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-07-30,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-18,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-20,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-08-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-08,Shooting,0,2,2,0
Armed opposition groups,Other Nationalities,2014-09-13,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-20,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-23,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-09-24,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-03,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-04,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-05,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-06,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-09,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-15,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-21,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-26,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-10-27,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-11-07,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-11-11,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-11-26,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-12-01,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-12-10,Shooting,0,0,2,0
Armed opposition groups,Other Nationalities,2014-12-19,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-02-14,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-03-20,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-03-29,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-04-12,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-04-23,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-05-03,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-05-09,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-05-14,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-05-19,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-06-17,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-08-01,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-09-14,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-09-23,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-10-20,Shelling,0,0,2,0
Armed opposition groups,Quneitra,2014-10-31,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-12-23,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-12-24,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-12-29,Shooting,0,0,2,0
Armed opposition groups,Quneitra,2014-12-30,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2014-01-04,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2014-01-20,Explosion,0,0,2,0
Armed opposition groups,Raqqa,2014-04-09,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2014-08-14,Shooting,0,0,2,0
Armed opposition groups,Raqqa,2014-08-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-02,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-09,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-13,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-20,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-01-30,Shelling,0,2,2,0
Armed opposition groups,Sweida,2014-02-02,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-02-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-02-05,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-02-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-02-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-02-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-09,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-19,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-03-28,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-07,Shooting,2,0,2,0
Armed opposition groups,Sweida,2014-04-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-13,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-16,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-22,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-28,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-04-29,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-04,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-10,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-20,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-26,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-05-31,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-03,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-05,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-08,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-09,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-10,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-13,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-14,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-16,Explosion,0,2,2,0
Armed opposition groups,Sweida,2014-06-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-22,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-06-29,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-04,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-07,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-22,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-07-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-08-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-08-20,Field Execution,0,0,2,0
Armed opposition groups,Sweida,2014-08-26,Field Execution,0,0,2,0
Armed opposition groups,Sweida,2014-08-28,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-02,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-05,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-08,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-18,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-24,Other,0,0,2,0
Armed opposition groups,Sweida,2014-09-25,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-09-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-02,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-14,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-17,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-19,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-10-28,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-03,Explosion,0,0,2,0
Armed opposition groups,Sweida,2014-11-08,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-11,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-13,Shooting,0,2,2,0
Armed opposition groups,Sweida,2014-11-14,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-20,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-21,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-11-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-01,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-08,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-09,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-12,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-15,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-19,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-20,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-27,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-30,Shooting,0,0,2,0
Armed opposition groups,Sweida,2014-12-31,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-01-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-01-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-01-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-01-22,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-19,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-22,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-02-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-01,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-02,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-04,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-17,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-20,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-03-23,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-04-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-05-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-06-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-06-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-06-26,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-06-30,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-01,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-07,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-10,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-20,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-07-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-08-05,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-08-13,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-08-22,Explosion,0,0,2,0
Armed opposition groups,Tartous,2014-08-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-08-29,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-08-31,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-09-05,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-09-14,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-09-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-09-29,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-01,Explosion,0,2,2,0
Armed opposition groups,Tartous,2014-10-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-11,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-13,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-20,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-23,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-25,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-27,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-10-31,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-13,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-16,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-21,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-24,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-11-28,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-05,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-09,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-12,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-15,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-18,Shooting,0,0,2,0
Armed opposition groups,Tartous,2014-12-25,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-02,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-08,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-10,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-14,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-23,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-01-29,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-02-10,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-02-19,Shooting,0,0,2,0
Armed opposition groups,Unknown,2014-02-22,Shooting,0,0,2,0
