actor,place_of_death,date_of_death,cause_of_death,nb_women,nb_children,nb_civilians,nb_noncivilians
Syrian government and affiliated militias,Idlib,3/27/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,5/1/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,5/19/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,6/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,6/14/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,7/24/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,7/29/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,7/30/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,8/29/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,11/8/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,11/9/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,11/13/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,11/14/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,11/24/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,12/7/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Idlib,12/29/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Lattakia,12/12/15,Unknown,0,0,0,3
Syrian government and affiliated militias,Other Nationalities,4/16/15,Shooting,0,0,0,3
Syrian government and affiliated militias,Other Nationalities,5/26/15,Shelling,0,0,0,3
Syrian government and affiliated militias,Other Nationalities,10/16/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/16/15,Shelling,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/17/15,Shelling,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,1/22/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,3/26/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,4/13/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/14/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,5/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/2/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/11/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/13/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,6/17/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/6/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/9/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/10/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,7/13/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/9/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/12/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/13/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/15/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/17/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,8/22/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/3/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,9/4/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,10/12/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,11/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/4/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/5/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Aleppo,12/30/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,4/3/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,4/6/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,4/13/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,5/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,5/26/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,8/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,10/16/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,10/21/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,10/31/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,12/6/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,12/9/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus,12/24/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,2/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,3/5/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,3/11/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/16/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/22/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/25/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/27/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/29/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,5/10/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,6/25/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,7/27/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,9/12/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,10/16/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/10/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/14/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/17/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,11/26/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,12/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/29/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,4/30/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/2/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/4/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/23/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/27/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,5/29/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/2/15,Kidnapping - Torture,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/7/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,7/12/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,8/10/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,8/11/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,9/26/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,10/19/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,10/21/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/23/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,11/26/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,12/5/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,12/18/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Daraa,12/23/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/16/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/24/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,1/28/15,Kidnapping - Torture,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,2/28/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,4/12/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,5/14/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/7/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,6/30/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,7/29/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,8/6/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/3/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/13/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,10/31/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,11/1/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/24/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/27/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Deir Ezzor,12/28/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,2/1/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,6/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,8/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,10/9/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hama,12/11/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,4/1/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,6/13/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Hasakeh,8/3/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/8/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/9/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,4/17/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/9/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,5/11/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,6/24/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,8/18/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,10/17/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,12/10/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Homs,12/26/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,6/19/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,8/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,8/24/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Idlib,11/23/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Lattakia,6/12/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,3/8/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,7/7/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,10/22/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,11/18/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Other Nationalities,12/21/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Quneitra,5/5/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Quneitra,6/1/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,4/8/15,Explosion,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,5/8/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,5/15/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,6/20/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,8/15/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,12/2/15,Shooting,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Raqqa,12/11/15,Kidnapping - Execution,0,0,0,3
The organization of the Islamic State in Iraq and the Levant - ISIS,Tartous,2/26/15,Field Execution,0,0,0,3
International coalition forces,Aleppo,7/4/15,Warplane shelling,0,0,0,2
International coalition forces,Deir Ezzor,7/13/15,Warplane shelling,0,0,0,2
International coalition forces,Deir Ezzor,8/1/15,Warplane shelling,0,2,0,2
International coalition forces,Deir Ezzor,10/15/15,Warplane shelling,0,0,0,2
International coalition forces,Deir Ezzor,12/18/15,Warplane shelling,0,0,0,2
International coalition forces,Hama,1/24/15,Warplane shelling,0,0,0,2
International coalition forces,Hama,1/29/15,Warplane shelling,0,0,0,2
International coalition forces,Hama,5/20/15,Warplane shelling,0,0,0,2
International coalition forces,Hama,5/22/15,Warplane shelling,0,0,0,2
International coalition forces,Hama,6/21/15,Warplane shelling,0,0,0,2
International coalition forces,Hasakeh,1/16/15,Warplane shelling,0,0,0,2
International coalition forces,Hasakeh,11/8/15,Warplane shelling,0,0,0,2
International coalition forces,Homs,3/11/15,Warplane shelling,0,0,0,2
International coalition forces,Idlib,2/28/15,Warplane shelling,0,0,0,2
International coalition forces,Idlib,3/6/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,1/19/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,2/28/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,7/13/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,7/30/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,10/16/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,10/17/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,11/13/15,Warplane shelling,0,0,0,2
International coalition forces,Other Nationalities,12/18/15,Warplane shelling,0,0,0,2
International coalition forces,Raqqa,8/23/15,Warplane shelling,0,0,0,2
Not identified,Damascus Suburbs,10/13/15,Shooting,0,0,0,2
Russian troops,Aleppo,10/17/15,Warplane shelling,0,0,0,2
Russian troops,Aleppo,11/11/15,Warplane shelling,0,0,0,2
Russian troops,Damascus Suburbs,11/3/15,Warplane shelling,0,0,0,2
Russian troops,Damascus Suburbs,11/6/15,Warplane shelling,0,0,0,2
Russian troops,Damascus Suburbs,11/26/15,Warplane shelling,0,0,0,2
Russian troops,Damascus Suburbs,12/31/15,Warplane shelling,0,0,0,2
Russian troops,Daraa,12/8/15,Warplane shelling,0,0,0,2
Russian troops,Hama,11/22/15,Warplane shelling,0,0,0,2
Russian troops,Hama,12/6/15,Warplane shelling,0,0,0,2
Russian troops,Hama,12/26/15,Warplane shelling,0,0,0,2
Russian troops,Homs,11/17/15,Warplane shelling,0,0,0,2
Russian troops,Idlib,10/24/15,Warplane shelling,0,0,0,2
Russian troops,Idlib,12/25/15,Warplane shelling,0,0,0,2
Russian troops,Lattakia,10/19/15,Warplane shelling,0,0,0,2
Russian troops,Lattakia,10/20/15,Warplane shelling,0,0,0,2
Syrian government and affiliated militias,Daraa,2/9/15,Shooting,0,0,0,2
The organization of the Islamic State in Iraq and the Levant - ISIS,Damascus Suburbs,4/24/15,Shooting,0,0,0,2
